,ID,RawText,AspectTerms,AspectTermsPolarity,AspectTermsSpan,TextWithPOS,FixedTextWithPOS,Past,Future,Adj,Adv,Pronoun,Noun,Verb,Pos_lex,Neg_lex,FixedTexttWithPOSReplaced,RawTextWithLabelIOB
1715,2586,I think locals rate this place so high.,[],[],[],"[('I', 'PRP'), ('think', 'VBP'), ('locals', 'NNS'), ('rate', 'NN'), ('this', 'DT'), ('place', 'NN'), ('so', 'RB'), ('high', 'JJ'), ('.', '.')]","[('I', 'PRP'), ('think', 'VBP'), ('local', 'NNS'), ('rate', 'NN'), ('this', 'DT'), ('place', 'NN'), ('so', 'RB'), ('high', 'JJ'), ('.', '.')]",0,0,0.111111111,0.111111111,0.111111111,0.333333333,0.111111111,0,0,"[('I', 'PRP'), ('think', 'VBP'), ('local', 'NNS'), ('rate', 'NN'), ('this', 'DT'), ('place', 'NN'), ('so', 'RB'), ('high', 'JJ'), ('.', '.')]","[('I', 'O', None), ('think', 'O', None), ('locals', 'O', None), ('rate', 'O', None), ('this', 'O', None), ('place', 'O', None), ('so', 'O', None), ('high', 'O', None), ('.', 'O', None)]"
1716,1734,Service is average.,['Service'],['neutral'],"[('0', '7')]","[('Service', 'NNP'), ('is', 'VBZ'), ('average', 'JJ'), ('.', '.')]","[('Service', 'NNP'), ('be', 'VBZ'), ('average', 'JJ'), ('.', '.')]",0,0,0.25,0,0,0.25,0.25,0,0,"[('<PNOUN>', 'NNP'), ('be', 'VBZ'), ('average', 'JJ'), ('.', '.')]","[('Service', 'B', 'neutral'), ('is', 'O', None), ('average', 'O', None)]"
1717,2558,But they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual).,"['Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual)', 'specials']","['positive', 'positive']","[('115', '230'), ('97', '105')]","[('But', 'CC'), ('they', 'PRP'), (""'ve"", 'VBP'), ('done', 'VBN'), ('a', 'DT'), ('really', 'RB'), ('nice', 'JJ'), ('job', 'NN'), ('of', 'IN'), ('offering', 'VBG'), ('all', 'PDT'), ('the', 'DT'), ('typical', 'JJ'), ('pizzeria', 'NN'), ('faces', 'VBZ'), ('plus', 'CC'), ('some', 'DT'), ('terrific', 'JJ'), ('specials', 'NNS'), ('like', 'IN'), ('the', 'DT'), ('Godmother', 'NNP'), ('pizza', 'NN'), ('(', '('), ('a', 'DT'), ('sort', 'NN'), ('of', 'IN'), ('traditional', 'JJ'), ('flat', 'JJ'), ('pizza', 'NN'), ('with', 'IN'), ('an', 'DT'), ('olive', 'JJ'), ('oil-brushed', 'JJ'), ('crust', 'NN'), ('and', 'CC'), ('less', 'JJR'), ('tomato', 'NN'), ('sauce', 'NN'), ('than', 'IN'), ('usual', 'JJ'), (')', ')'), ('.', '.')]","[('But', 'CC'), ('they', 'PRP'), (""'ve"", 'VBP'), ('do', 'VBN'), ('a', 'DT'), ('really', 'RB'), ('nice', 'JJ'), ('job', 'NN'), ('of', 'IN'), ('offer', 'VBG'), ('all', 'PDT'), ('the', 'DT'), ('typical', 'JJ'), ('pizzeria', 'NN'), ('face', 'VBZ'), ('plus', 'CC'), ('some', 'DT'), ('terrific', 'JJ'), ('special', 'NNS'), ('like', 'IN'), ('the', 'DT'), ('Godmother', 'NNP'), ('pizza', 'NN'), ('(', '('), ('a', 'DT'), ('sort', 'NN'), ('of', 'IN'), ('traditional', 'JJ'), ('flat', 'JJ'), ('pizza', 'NN'), ('with', 'IN'), ('an', 'DT'), ('olive', 'JJ'), ('oil-brushed', 'JJ'), ('crust', 'NN'), ('and', 'CC'), ('less', 'JJR'), ('tomato', 'NN'), ('sauce', 'NN'), ('than', 'IN'), ('usual', 'JJ'), (')', ')'), ('.', '.')]",0,0,0.209302326,0.023255814,0.023255814,0.23255814,0.093023256,0.3,0,"[('But', 'CC'), ('they', 'PRP'), (""'ve"", 'VBP'), ('do', 'VBN'), ('a', 'DT'), ('really', 'RB'), ('nice', 'JJ'), ('job', 'NN'), ('of', 'IN'), ('offer', 'VBG'), ('all', 'PDT'), ('the', 'DT'), ('typical', 'JJ'), ('pizzeria', 'NN'), ('face', 'VBZ'), ('plus', 'CC'), ('some', 'DT'), ('terrific', 'JJ'), ('special', 'NNS'), ('like', 'IN'), ('the', 'DT'), ('<PNOUN>', 'NNP'), ('pizza', 'NN'), ('(', '('), ('a', 'DT'), ('sort', 'NN'), ('of', 'IN'), ('traditional', 'JJ'), ('flat', 'JJ'), ('pizza', 'NN'), ('with', 'IN'), ('an', 'DT'), ('olive', 'JJ'), ('oil-brushed', 'JJ'), ('crust', 'NN'), ('and', 'CC'), ('less', 'JJR'), ('tomato', 'NN'), ('sauce', 'NN'), ('than', 'IN'), ('usual', 'JJ'), (')', ')'), ('.', '.')]","[('But', 'O', None), ('they', 'O', None), (""'ve"", 'O', None), ('done', 'O', None), ('a', 'O', None), ('really', 'O', None), ('nice', 'O', None), ('job', 'O', None), ('of', 'O', None), ('offering', 'O', None), ('all', 'O', None), ('the', 'O', None), ('typical', 'O', None), ('pizzeria', 'O', None), ('faves', 'O', None), ('plus', 'O', None), ('some', 'O', None), ('terrific', 'O', None), ('specials', 'O', None), ('like', 'O', None), ('the', 'O', None), ('Godmother', 'B', 'positive'), ('pizza', 'I', 'positive'), ('(', 'I', 'positive'), ('a', 'I', 'positive'), ('sort', 'I', 'positive'), ('of', 'I', 'positive'), ('traditional', 'I', 'positive'), ('flat', 'I', 'positive'), ('pizza', 'I', 'positive'), ('with', 'I', 'positive'), ('an', 'I', 'positive'), ('olive', 'I', 'positive'), ('oil-brushed', 'I', 'positive'), ('crust', 'I', 'positive'), ('and', 'I', 'positive'), ('less', 'I', 'positive'), ('tomato', 'I', 'positive'), ('sauce', 'I', 'positive'), ('than', 'I', 'positive'), ('usual', 'I', 'positive'), (')', 'O', None)]"
1718,1522,Go girls!!!,[],[],[],"[('Go', 'NNP'), ('girls', 'NN'), ('!', '.'), ('!', '.'), ('!', '.')]","[('Go', 'NNP'), ('girl', 'NN'), ('!', '.'), ('!', '.'), ('!', '.')]",0,0,0,0,0,0.4,0,0,0,"[('<PNOUN>', 'NNP'), ('girl', 'NN'), ('!', '.'), ('!', '.'), ('!', '.')]","[('Go', 'O', None), ('girls', 'O', None), ('!', 'O', None), ('!', 'O', None), ('!', 'O', None)]"
1719,3683,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.","['sandwich', 'plastic forks', 'pita', 'hummus platter']","['neutral', 'neutral', 'neutral', 'neutral']","[('14', '22'), ('39', '52'), ('73', '77'), ('87', '101')]","[('They', 'PRP'), ('forgot', 'VBD'), ('a', 'DT'), ('sandwich', 'NN'), (',', ','), ('did', 'VBD'), (""n't"", 'RB'), ('include', 'VB'), ('plastic', 'JJ'), ('forks', 'NNS'), (',', ','), ('and', 'CC'), ('did', 'VBD'), (""n't"", 'RB'), ('include', 'VB'), ('pit', 'NN'), ('with', 'IN'), ('the', 'DT'), ('humans', 'NNS'), ('latter', 'VBP'), ('.', '.')]","[('They', 'PRP'), ('forget', 'VBD'), ('a', 'DT'), ('sandwich', 'NN'), (',', ','), ('do', 'VBD'), (""n't"", 'RB'), ('include', 'VB'), ('plastic', 'JJ'), ('fork', 'NNS'), (',', ','), ('and', 'CC'), ('do', 'VBD'), (""n't"", 'RB'), ('include', 'VB'), ('pit', 'NN'), ('with', 'IN'), ('the', 'DT'), ('human', 'NNS'), ('latter', 'VBP'), ('.', '.')]",0.5,0,0.047619048,0.095238095,0.047619048,0.19047619,0.285714286,0,0,"[('They', 'PRP'), ('forget', 'VBD'), ('a', 'DT'), ('sandwich', 'NN'), (',', ','), ('do', 'VBD'), (""n't"", 'RB'), ('include', 'VB'), ('plastic', 'JJ'), ('fork', 'NNS'), (',', ','), ('and', 'CC'), ('do', 'VBD'), (""n't"", 'RB'), ('include', 'VB'), ('pit', 'NN'), ('with', 'IN'), ('the', 'DT'), ('human', 'NNS'), ('latter', 'VBP'), ('.', '.')]","[('They', 'O', None), ('forgot', 'O', None), ('a', 'O', None), ('sandwich', 'B', 'neutral'), (',', 'O', None), ('did', 'O', None), (""n't"", 'O', None), ('include', 'O', None), ('plastic', 'B', 'neutral'), ('forks', 'I', 'neutral'), (',', 'O', None), ('and', 'O', None), ('did', 'O', None), (""n't"", 'O', None), ('include', 'O', None), ('pita', 'O', None), ('with', 'O', None), ('the', 'B', 'neutral'), ('hummus', 'I', 'neutral'), ('platter', 'I', 'neutral')]"
1720,2715,"The steak is good, the fish is good and the sushi was surprisingly great.","['steak', 'fish', 'sushi']","['positive', 'positive', 'positive']","[('4', '9'), ('23', '27'), ('44', '49')]","[('The', 'DT'), ('steak', 'NN'), ('is', 'VBZ'), ('good', 'JJ'), (',', ','), ('the', 'DT'), ('fish', 'NN'), ('is', 'VBZ'), ('good', 'JJ'), ('and', 'CC'), ('the', 'DT'), ('sushi', 'NN'), ('was', 'VBD'), ('surprisingly', 'RB'), ('great', 'JJ'), ('.', '.')]","[('The', 'DT'), ('steak', 'NN'), ('be', 'VBZ'), ('good', 'JJ'), (',', ','), ('the', 'DT'), ('fish', 'NN'), ('be', 'VBZ'), ('good', 'JJ'), ('and', 'CC'), ('the', 'DT'), ('sushi', 'NN'), ('be', 'VBD'), ('surprisingly', 'RB'), ('great', 'JJ'), ('.', '.')]",0.333333333,0,0.1875,0.0625,0,0.1875,0.1875,0.75,0,"[('The', 'DT'), ('steak', 'NN'), ('be', 'VBZ'), ('good', 'JJ'), (',', ','), ('the', 'DT'), ('fish', 'NN'), ('be', 'VBZ'), ('good', 'JJ'), ('and', 'CC'), ('the', 'DT'), ('sushi', 'NN'), ('be', 'VBD'), ('surprisingly', 'RB'), ('great', 'JJ'), ('.', '.')]","[('The', 'O', None), ('steak', 'B', 'positive'), ('is', 'O', None), ('good', 'O', None), (',', 'O', None), ('the', 'O', None), ('fish', 'B', 'positive'), ('is', 'O', None), ('good', 'O', None), ('and', 'O', None), ('the', 'O', None), ('sushi', 'B', 'positive'), ('was', 'O', None), ('surprisingly', 'O', None), ('great', 'O', None)]"
1721,760,"For asian fusion, there are many places further downtown.",[],[],[],"[('For', 'IN'), ('asian', 'JJ'), ('fusion', 'NN'), (',', ','), ('there', 'EX'), ('are', 'VBP'), ('many', 'JJ'), ('places', 'NNS'), ('further', 'RB'), ('downtown', 'RB'), ('.', '.')]","[('For', 'IN'), ('asian', 'JJ'), ('fusion', 'NN'), (',', ','), ('there', 'EX'), ('be', 'VBP'), ('many', 'JJ'), ('place', 'NNS'), ('far', 'RB'), ('downtown', 'RB'), ('.', '.')]",0,0,0.181818182,0.181818182,0,0.181818182,0.090909091,0,0,"[('For', 'IN'), ('asian', 'JJ'), ('fusion', 'NN'), (',', ','), ('there', 'EX'), ('be', 'VBP'), ('many', 'JJ'), ('place', 'NNS'), ('far', 'RB'), ('downtown', 'RB'), ('.', '.')]","[('For', 'O', None), ('asian', 'O', None), ('fusion', 'O', None), (',', 'O', None), ('there', 'O', None), ('are', 'O', None), ('many', 'O', None), ('places', 'O', None), ('further', 'O', None), ('downtown', 'O', None), ('.', 'O', None)]"
1722,120,Old school meets New world.,[],[],[],"[('Old', 'NNP'), ('school', 'NN'), ('meets', 'VBZ'), ('New', 'NNP'), ('world', 'NN'), ('.', '.')]","[('Old', 'NNP'), ('school', 'NN'), ('meet', 'VBZ'), ('New', 'NNP'), ('world', 'NN'), ('.', '.')]",0,0,0,0,0,0.666666667,0.166666667,0,0,"[('<PNOUN>', 'NNP'), ('school', 'NN'), ('meet', 'VBZ'), ('<PNOUN>', 'NNP'), ('world', 'NN'), ('.', '.')]","[('Old', 'O', None), ('school', 'O', None), ('meets', 'O', None), ('New', 'O', None), ('world', 'O', None), ('.', 'O', None)]"
1723,2295,I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.,['pizza'],['positive'],"[('61', '66')]","[('I', 'PRP'), ('am', 'VBP'), ('reluctant', 'JJ'), ('to', 'TO'), ('write', 'VB'), ('because', 'IN'), ('I', 'PRP'), ('would', 'MD'), ('not', 'RB'), ('want', 'VB'), ('my', 'PRP$'), ('jem', 'NN'), ('of', 'IN'), ('a', 'DT'), ('pizza', 'JJ'), ('place', 'NN'), ('to', 'TO'), ('become', 'VB'), ('overcrowded', 'JJ'), ('.', '.')]","[('I', 'PRP'), ('be', 'VBP'), ('reluctant', 'JJ'), ('to', 'TO'), ('write', 'VB'), ('because', 'IN'), ('I', 'PRP'), ('would', 'MD'), ('not', 'RB'), ('want', 'VB'), ('my', 'PRP$'), ('jem', 'NN'), ('of', 'IN'), ('a', 'DT'), ('pizza', 'JJ'), ('place', 'NN'), ('to', 'TO'), ('become', 'VB'), ('overcrowded', 'JJ'), ('.', '.')]",0,0.25,0.15,0.05,0.15,0.1,0.2,0,0.25,"[('I', 'PRP'), ('be', 'VBP'), ('reluctant', 'JJ'), ('to', 'TO'), ('write', 'VB'), ('because', 'IN'), ('I', 'PRP'), ('would', 'MD'), ('not', 'RB'), ('want', 'VB'), ('my', 'PRP$'), ('jem', 'NN'), ('of', 'IN'), ('a', 'DT'), ('pizza', 'JJ'), ('place', 'NN'), ('to', 'TO'), ('become', 'VB'), ('overcrowded', 'JJ'), ('.', '.')]","[('I', 'O', None), ('am', 'O', None), ('reluctant', 'O', None), ('to', 'O', None), ('write', 'O', None), ('because', 'O', None), ('I', 'O', None), ('would', 'O', None), ('not', 'O', None), ('want', 'O', None), ('my', 'O', None), ('jem', 'O', None), ('of', 'O', None), ('a', 'O', None), ('pizza', 'B', 'positive'), ('place', 'O', None), ('to', 'O', None), ('become', 'O', None), ('overcrowded', 'O', None)]"
1724,3513,"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.","['service', 'staff']","['negative', 'negative']","[('4', '11'), ('45', '50')]","[('The', 'DT'), ('service', 'NN'), ('was', 'VBD'), ('poor', 'JJ'), (',', ','), ('restaurant', 'JJ'), ('poorly', 'RB'), ('lit', 'NN'), (',', ','), ('staff', 'NN'), ('not', 'RB'), ('very', 'RB'), ('attentive', 'JJ'), ('and', 'CC'), ('I', 'PRP'), ('would', 'MD'), ('have', 'VB'), ('rather', 'RB'), ('eaten', 'VBN'), ('at', 'IN'), ('a', 'DT'), ('Macdonald', 'NNP'), (""'s"", 'POS'), ('than', 'IN'), ('this', 'DT'), ('joint', 'JJ'), ('.', '.')]","[('The', 'DT'), ('service', 'NN'), ('be', 'VBD'), ('poor', 'JJ'), (',', ','), ('restaurant', 'JJ'), ('poorly', 'RB'), ('lit', 'NN'), (',', ','), ('staff', 'NN'), ('not', 'RB'), ('very', 'RB'), ('attentive', 'JJ'), ('and', 'CC'), ('I', 'PRP'), ('would', 'MD'), ('have', 'VB'), ('rather', 'RB'), ('eat', 'VBN'), ('at', 'IN'), ('a', 'DT'), ('Macdonald', 'NNP'), (""'s"", 'POS'), ('than', 'IN'), ('this', 'DT'), ('joint', 'JJ'), ('.', '.')]",0.333333333,0.333333333,0.148148148,0.148148148,0.037037037,0.148148148,0.111111111,0.2,0.4,"[('The', 'DT'), ('service', 'NN'), ('be', 'VBD'), ('poor', 'JJ'), (',', ','), ('restaurant', 'JJ'), ('poorly', 'RB'), ('lit', 'NN'), (',', ','), ('staff', 'NN'), ('not', 'RB'), ('very', 'RB'), ('attentive', 'JJ'), ('and', 'CC'), ('I', 'PRP'), ('would', 'MD'), ('have', 'VB'), ('rather', 'RB'), ('eat', 'VBN'), ('at', 'IN'), ('a', 'DT'), ('<PNOUN>', 'NNP'), (""'s"", 'POS'), ('than', 'IN'), ('this', 'DT'), ('joint', 'JJ'), ('.', '.')]","[('The', 'O', None), ('service', 'B', 'negative'), ('was', 'O', None), ('poor', 'O', None), (',', 'O', None), ('restaurant', 'O', None), ('poorly', 'O', None), ('lit', 'O', None), (',', 'B', 'negative'), ('staff', 'I', 'negative'), ('not', 'O', None), ('very', 'O', None), ('attentive', 'O', None), ('and', 'O', None), ('I', 'O', None), ('would', 'O', None), ('have', 'O', None), ('rather', 'O', None), ('eaten', 'O', None), ('at', 'O', None), ('a', 'O', None), ('Mcdonald', 'O', None), (""'s"", 'O', None), ('than', 'O', None), ('this', 'O', None), ('joint', 'O', None)]"
1725,2880,This is probably one of my new favorite places.,[],[],[],"[('This', 'DT'), ('is', 'VBZ'), ('probably', 'RB'), ('one', 'CD'), ('of', 'IN'), ('my', 'PRP$'), ('new', 'JJ'), ('favorite', 'JJ'), ('places', 'NNS'), ('.', '.')]","[('This', 'DT'), ('be', 'VBZ'), ('probably', 'RB'), ('one', 'CD'), ('of', 'IN'), ('my', 'PRP$'), ('new', 'JJ'), ('favorite', 'JJ'), ('place', 'NNS'), ('.', '.')]",0,0,0.2,0.1,0.1,0.1,0.1,0.333333333,0,"[('This', 'DT'), ('be', 'VBZ'), ('probably', 'RB'), ('<NUM>', 'CD'), ('of', 'IN'), ('my', 'PRP$'), ('new', 'JJ'), ('favorite', 'JJ'), ('place', 'NNS'), ('.', '.')]","[('This', 'O', None), ('is', 'O', None), ('probably', 'O', None), ('one', 'O', None), ('of', 'O', None), ('my', 'O', None), ('new', 'O', None), ('favorite', 'O', None), ('places', 'O', None), ('.', 'O', None)]"
1726,2034,"For being number 1, this place has alot of work to do in order to truly earn its so called reputation.",[],[],[],"[('For', 'IN'), ('being', 'VBG'), ('number', 'NN'), ('1', 'CD'), (',', ','), ('this', 'DT'), ('place', 'NN'), ('has', 'VBZ'), ('alot', 'NN'), ('of', 'IN'), ('work', 'NN'), ('to', 'TO'), ('do', 'VB'), ('in', 'IN'), ('order', 'NN'), ('to', 'TO'), ('truly', 'VB'), ('earn', 'VB'), ('its', 'PRP$'), ('so', 'RB'), ('called', 'VBN'), ('reputation', 'NN'), ('.', '.')]","[('For', 'IN'), ('be', 'VBG'), ('number', 'NN'), ('1', 'CD'), (',', ','), ('this', 'DT'), ('place', 'NN'), ('have', 'VBZ'), ('alot', 'NN'), ('of', 'IN'), ('work', 'NN'), ('to', 'TO'), ('do', 'VB'), ('in', 'IN'), ('order', 'NN'), ('to', 'TO'), ('truly', 'VB'), ('earn', 'VB'), ('it', 'PRP$'), ('so', 'RB'), ('call', 'VBN'), ('reputation', 'NN'), ('.', '.')]",0,0,0,0.043478261,0.043478261,0.260869565,0.260869565,2,0,"[('For', 'IN'), ('be', 'VBG'), ('number', 'NN'), ('<NUM>', 'CD'), (',', ','), ('this', 'DT'), ('place', 'NN'), ('have', 'VBZ'), ('alot', 'NN'), ('of', 'IN'), ('work', 'NN'), ('to', 'TO'), ('do', 'VB'), ('in', 'IN'), ('order', 'NN'), ('to', 'TO'), ('truly', 'VB'), ('earn', 'VB'), ('it', 'PRP$'), ('so', 'RB'), ('call', 'VBN'), ('reputation', 'NN'), ('.', '.')]","[('For', 'O', None), ('being', 'O', None), ('number', 'O', None), ('1', 'O', None), (',', 'O', None), ('this', 'O', None), ('place', 'O', None), ('has', 'O', None), ('alot', 'O', None), ('of', 'O', None), ('work', 'O', None), ('to', 'O', None), ('do', 'O', None), ('in', 'O', None), ('order', 'O', None), ('to', 'O', None), ('truly', 'O', None), ('earn', 'O', None), ('its', 'O', None), ('so', 'O', None), ('called', 'O', None), ('reputation', 'O', None), ('.', 'O', None)]"
1727,3299,"For myself and family we would only go here to celebrate an occassion, I do prefer smaller, quiter restaurants.",[],[],[],"[('For', 'IN'), ('myself', 'PRP'), ('and', 'CC'), ('family', 'NN'), ('we', 'PRP'), ('would', 'MD'), ('only', 'RB'), ('go', 'VB'), ('here', 'RB'), ('to', 'TO'), ('celebrate', 'VB'), ('an', 'DT'), ('occasion', 'NN'), (',', ','), ('I', 'PRP'), ('do', 'VBP'), ('prefer', 'VB'), ('smaller', 'JJR'), (',', ','), ('quite', 'JJ'), ('restaurants', 'NNS'), ('.', '.')]","[('For', 'IN'), ('myself', 'PRP'), ('and', 'CC'), ('family', 'NN'), ('we', 'PRP'), ('would', 'MD'), ('only', 'RB'), ('go', 'VB'), ('here', 'RB'), ('to', 'TO'), ('celebrate', 'VB'), ('an', 'DT'), ('occasion', 'NN'), (',', ','), ('I', 'PRP'), ('do', 'VBP'), ('prefer', 'VB'), ('small', 'JJR'), (',', ','), ('quite', 'JJ'), ('restaurant', 'NNS'), ('.', '.')]",0,0.25,0.090909091,0.090909091,0.136363636,0.136363636,0.181818182,0.666666667,0,"[('For', 'IN'), ('myself', 'PRP'), ('and', 'CC'), ('family', 'NN'), ('we', 'PRP'), ('would', 'MD'), ('only', 'RB'), ('go', 'VB'), ('here', 'RB'), ('to', 'TO'), ('celebrate', 'VB'), ('an', 'DT'), ('occasion', 'NN'), (',', ','), ('I', 'PRP'), ('do', 'VBP'), ('prefer', 'VB'), ('small', 'JJR'), (',', ','), ('quite', 'JJ'), ('restaurant', 'NNS'), ('.', '.')]","[('For', 'O', None), ('myself', 'O', None), ('and', 'O', None), ('family', 'O', None), ('we', 'O', None), ('would', 'O', None), ('only', 'O', None), ('go', 'O', None), ('here', 'O', None), ('to', 'O', None), ('celebrate', 'O', None), ('an', 'O', None), ('occassion', 'O', None), (',', 'O', None), ('I', 'O', None), ('do', 'O', None), ('prefer', 'O', None), ('smaller', 'O', None), (',', 'O', None), ('quiter', 'O', None), ('restaurants', 'O', None), ('.', 'O', None)]"
1728,1208,The one on the east side is much better than the one on the west side.,[],[],[],"[('The', 'DT'), ('one', 'NN'), ('on', 'IN'), ('the', 'DT'), ('east', 'JJ'), ('side', 'NN'), ('is', 'VBZ'), ('much', 'RB'), ('better', 'JJR'), ('than', 'IN'), ('the', 'DT'), ('one', 'NN'), ('on', 'IN'), ('the', 'DT'), ('west', 'JJ'), ('side', 'NN'), ('.', '.')]","[('The', 'DT'), ('one', 'NN'), ('on', 'IN'), ('the', 'DT'), ('east', 'JJ'), ('side', 'NN'), ('be', 'VBZ'), ('much', 'RB'), ('good', 'JJR'), ('than', 'IN'), ('the', 'DT'), ('one', 'NN'), ('on', 'IN'), ('the', 'DT'), ('west', 'JJ'), ('side', 'NN'), ('.', '.')]",0,0,0.176470588,0.058823529,0,0.235294118,0.058823529,0.25,0,"[('The', 'DT'), ('one', 'NN'), ('on', 'IN'), ('the', 'DT'), ('east', 'JJ'), ('side', 'NN'), ('be', 'VBZ'), ('much', 'RB'), ('good', 'JJR'), ('than', 'IN'), ('the', 'DT'), ('one', 'NN'), ('on', 'IN'), ('the', 'DT'), ('west', 'JJ'), ('side', 'NN'), ('.', '.')]","[('The', 'O', None), ('one', 'O', None), ('on', 'O', None), ('the', 'O', None), ('east', 'O', None), ('side', 'O', None), ('is', 'O', None), ('much', 'O', None), ('better', 'O', None), ('than', 'O', None), ('the', 'O', None), ('one', 'O', None), ('on', 'O', None), ('the', 'O', None), ('west', 'O', None), ('side', 'O', None), ('.', 'O', None)]"
1729,2148,They all know you.,[],[],[],"[('They', 'PRP'), ('all', 'DT'), ('know', 'VBP'), ('you', 'PRP'), ('.', '.')]","[('They', 'PRP'), ('all', 'DT'), ('know', 'VBP'), ('you', 'PRP'), ('.', '.')]",0,0,0,0,0.4,0,0.2,0,0,"[('They', 'PRP'), ('all', 'DT'), ('know', 'VBP'), ('you', 'PRP'), ('.', '.')]","[('They', 'O', None), ('all', 'O', None), ('know', 'O', None), ('you', 'O', None), ('.', 'O', None)]"
1730,2192,"My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi.","['cocktails', 'decor', 'sushi']","['positive', 'positive', 'positive']","[('63', '72'), ('84', '89'), ('106', '111')]","[('My', 'PRP$'), ('Gt', 'NNP'), ('and', 'CC'), ('I', 'PRP'), ('still', 'RB'), ('choose', 'VBP'), ('to', 'TO'), ('eat', 'VB'), ('there', 'EX'), ('a', 'DT'), ('lot', 'NN'), ('because', 'IN'), ('of', 'IN'), ('diverse', 'NN'), ('cocktails', 'NNS'), (',', ','), ('the', 'DT'), ('chill', 'NN'), ('decor', 'NN'), (',', ','), ('and', 'CC'), ('the', 'DT'), ('decent', 'JJ'), ('sushi', 'NN'), ('.', '.')]","[('My', 'PRP$'), ('Gt', 'NNP'), ('and', 'CC'), ('I', 'PRP'), ('still', 'RB'), ('choose', 'VBP'), ('to', 'TO'), ('eat', 'VB'), ('there', 'EX'), ('a', 'DT'), ('lot', 'NN'), ('because', 'IN'), ('of', 'IN'), ('diverse', 'NN'), ('cocktail', 'NNS'), (',', ','), ('the', 'DT'), ('chill', 'NN'), ('decor', 'NN'), (',', ','), ('and', 'CC'), ('the', 'DT'), ('decent', 'JJ'), ('sushi', 'NN'), ('.', '.')]",0,0,0.04,0.04,0.08,0.28,0.08,0.5,0.5,"[('My', 'PRP$'), ('<PNOUN>', 'NNP'), ('and', 'CC'), ('I', 'PRP'), ('still', 'RB'), ('choose', 'VBP'), ('to', 'TO'), ('eat', 'VB'), ('there', 'EX'), ('a', 'DT'), ('lot', 'NN'), ('because', 'IN'), ('of', 'IN'), ('diverse', 'NN'), ('cocktail', 'NNS'), (',', ','), ('the', 'DT'), ('chill', 'NN'), ('decor', 'NN'), (',', ','), ('and', 'CC'), ('the', 'DT'), ('decent', 'JJ'), ('sushi', 'NN'), ('.', '.')]","[('My', 'O', None), ('GF', 'O', None), ('and', 'O', None), ('I', 'O', None), ('still', 'O', None), ('choose', 'O', None), ('to', 'O', None), ('eat', 'O', None), ('there', 'O', None), ('a', 'O', None), ('lot', 'O', None), ('because', 'O', None), ('of', 'O', None), ('diverse', 'O', None), ('cocktails', 'B', 'positive'), (',', 'O', None), ('the', 'O', None), ('chill', 'O', None), ('decor', 'B', 'positive'), (',', 'O', None), ('and', 'O', None), ('the', 'O', None), ('decent', 'O', None), ('sushi', 'B', 'positive')]"
1731,2020,We ended the dinner with a surprisingly light and flaky apple tarte tatin.,"['apple tarte tatin', 'dinner']","['positive', 'neutral']","[('56', '73'), ('13', '19')]","[('We', 'PRP'), ('ended', 'VBD'), ('the', 'DT'), ('dinner', 'NN'), ('with', 'IN'), ('a', 'DT'), ('surprisingly', 'RB'), ('light', 'JJ'), ('and', 'CC'), ('flak', 'JJ'), ('apple', 'NN'), ('taste', 'NN'), ('latin', 'NN'), ('.', '.')]","[('We', 'PRP'), ('end', 'VBD'), ('the', 'DT'), ('dinner', 'NN'), ('with', 'IN'), ('a', 'DT'), ('surprisingly', 'RB'), ('light', 'JJ'), ('and', 'CC'), ('flak', 'JJ'), ('apple', 'NN'), ('taste', 'NN'), ('latin', 'NN'), ('.', '.')]",1,0,0.142857143,0.071428571,0.071428571,0.285714286,0.071428571,0,0.333333333,"[('We', 'PRP'), ('end', 'VBD'), ('the', 'DT'), ('dinner', 'NN'), ('with', 'IN'), ('a', 'DT'), ('surprisingly', 'RB'), ('light', 'JJ'), ('and', 'CC'), ('flak', 'JJ'), ('apple', 'NN'), ('taste', 'NN'), ('latin', 'NN'), ('.', '.')]","[('We', 'O', None), ('ended', 'O', None), ('the', 'O', None), ('dinner', 'O', None), ('with', 'O', None), ('a', 'O', None), ('surprisingly', 'O', None), ('light', 'O', None), ('and', 'O', None), ('flaky', 'O', None), ('apple', 'B', 'positive'), ('tarte', 'I', 'positive'), ('tatin', 'I', 'positive')]"
